ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,school_holiday,school_holiday_lower,school_holiday_upper,state_holiday,state_holiday_lower,state_holiday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-01-17,5224.458794425532,3347.2350884670864,5455.606596709756,5224.458794425532,5224.458794425532,-827.1535787259135,-827.1535787259135,-827.1535787259135,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-336.94095071948135,-336.94095071948135,-336.94095071948135,-205.20442240643217,-205.20442240643217,-205.20442240643217,0.0,0.0,0.0,4397.305215699618
2013-01-18,5223.201676187233,3661.285898536948,5828.884220727687,5223.201676187233,5223.201676187233,-554.4447957771392,-554.4447957771392,-554.4447957771392,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-94.82323205314057,-94.82323205314057,-94.82323205314057,-174.61335812399872,-174.61335812399872,-174.61335812399872,0.0,0.0,0.0,4668.756880410094
2013-01-19,5221.944557948936,3991.532335364881,6202.919229031273,5221.944557948936,5221.944557948936,-130.6543450807098,-130.6543450807098,-130.6543450807098,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.330816618333,295.330816618333,295.330816618333,-140.97695609904272,-140.97695609904272,-140.97695609904272,0.0,0.0,0.0,5091.290212868226
2013-01-21,5219.4303214723395,4160.404853135449,6204.4320705792725,5219.4303214723395,5219.4303214723395,16.10105301201867,16.10105301201867,16.10105301201867,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,370.61280216788685,370.61280216788685,370.61280216788685,-69.50354355586823,-69.50354355586823,-69.50354355586823,0.0,0.0,0.0,5235.531374484358
2013-01-22,5218.173203234042,3727.3436261100674,5823.802544189242,5218.173203234042,5218.173203234042,-446.81803250699835,-446.81803250699835,-446.81803250699835,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-127.80993037674457,-127.80993037674457,-127.80993037674457,-33.99989653025376,-33.99989653025376,-33.99989653025376,0.0,0.0,0.0,4771.355170727044
2013-01-23,5216.916084995743,3572.6456787569823,5725.785393571928,5216.916084995743,5216.916084995743,-533.9526032774719,-533.9526032774719,-533.9526032774719,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-248.87391495265297,-248.87391495265297,-248.87391495265297,-0.07048272481899795,-0.07048272481899795,-0.07048272481899795,0.0,0.0,0.0,4682.963481718271
2013-01-24,5215.658966757446,3575.0457074195997,5738.585716004505,5215.658966757446,5215.658966757446,-590.5958688308509,-590.5958688308509,-590.5958688308509,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-336.940950719867,-336.940950719867,-336.940950719867,31.353287489016015,31.353287489016015,31.353287489016015,0.0,0.0,0.0,4625.063097926595
2013-01-25,5214.401848519149,3936.9166622400053,5950.954067567472,5214.401848519149,5214.401848519149,-320.3658340444185,-320.3658340444185,-320.3658340444185,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-94.82323205218361,-94.82323205218361,-94.82323205218361,59.46560360776513,59.46560360776513,59.46560360776513,0.0,0.0,0.0,4894.036014474731
2013-01-26,5213.14473028085,4209.43198005569,6402.2982760927025,5213.14473028085,5213.14473028085,93.92072670994922,93.92072670994922,93.92072670994922,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.330816618601,295.330816618601,295.330816618601,83.5981156913482,83.5981156913482,83.5981156913482,0.0,0.0,0.0,5307.065456990799
2013-01-28,5210.630493804255,4412.103544548675,6474.9414830639635,5210.630493804255,5210.630493804255,203.58624182037178,203.58624182037178,203.58624182037178,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,370.61280216817585,370.61280216817585,370.61280216817585,117.98164525219585,117.98164525219585,117.98164525219585,0.0,0.0,0.0,5414.216735624626
2013-01-29,5209.373375565957,3811.5005424873625,6024.213972739108,5209.373375565957,5209.373375565957,-285.1824555653104,-285.1824555653104,-285.1824555653104,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-127.80993037561332,-127.80993037561332,-127.80993037561332,127.63568041030292,127.63568041030292,127.63568041030292,0.0,0.0,0.0,4924.190920000647
2013-01-30,5208.11625732766,3716.2612654180202,5879.588739843582,5208.11625732766,5208.11625732766,-401.7693622622923,-401.7693622622923,-401.7693622622923,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-248.87391495300253,-248.87391495300253,-248.87391495300253,132.11275829071025,132.11275829071025,132.11275829071025,0.0,0.0,0.0,4806.346895065368
2013-01-31,5206.859139089361,3977.0831389830455,6175.368692989021,5206.859139089361,5206.859139089361,-68.85814615714078,-68.85814615714078,-68.85814615714078,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.94095071950017,-336.94095071950017,-336.94095071950017,131.47510456235935,131.47510456235935,131.47510456235935,0.0,0.0,0.0,5138.00099293222
2013-02-01,5205.602020514444,4300.977401190774,6432.894037584202,5205.602020514444,5205.602020514444,167.6989850072042,167.6989850072042,167.6989850072042,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205217097,-94.82323205217097,-94.82323205217097,125.91451705937513,125.91451705937513,125.91451705937513,0.0,0.0,0.0,5373.301005521648
2013-02-02,5204.344901939527,4272.0301010057065,6449.452948285041,5204.344901939527,5204.344901939527,126.0623811584154,126.0623811584154,126.0623811584154,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.3308166181785,295.3308166181785,295.3308166181785,115.73977014023687,115.73977014023687,115.73977014023687,0.0,0.0,0.0,5330.407283097942
2013-02-04,5201.8306647896925,4808.373265908693,6922.457932919783,5201.8306647896925,5201.8306647896925,590.4976965149729,590.4976965149729,590.4976965149729,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.612802168043,370.612802168043,370.612802168043,83.27719434692975,83.27719434692975,83.27719434692975,0.0,0.0,0.0,5792.328361304665
2013-02-05,5200.573546214776,4193.391137417356,6350.255355530759,5200.573546214776,5200.573546214776,70.84820031735498,70.84820031735498,70.84820031735498,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.80993037629962,-127.80993037629962,-127.80993037629962,62.05043069365456,62.05043069365456,62.05043069365456,0.0,0.0,0.0,5271.421746532131
2013-02-06,5199.316427639858,4058.1137581217185,6184.48427490338,5199.316427639858,5199.316427639858,-73.97069250071456,-73.97069250071456,-73.97069250071456,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-248.8739149533521,-248.8739149533521,-248.8739149533521,38.2955224526375,38.2955224526375,38.2955224526375,0.0,0.0,0.0,5125.3457351391435
2013-02-07,5198.059309064942,3928.537635268932,6096.437173084659,5198.059309064942,5198.059309064942,-187.67578341532686,-187.67578341532686,-187.67578341532686,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.9409507191334,-336.9409507191334,-336.9409507191334,12.657467303806524,12.657467303806524,12.657467303806524,0.0,0.0,0.0,5010.383525649615
2013-02-08,5196.802190490024,4154.490204128111,6196.848723589008,5196.802190490024,5196.802190490024,27.578545410043183,27.578545410043183,27.578545410043183,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205184073,-94.82323205184073,-94.82323205184073,-14.205922538116075,-14.205922538116075,-14.205922538116075,0.0,0.0,0.0,5224.3807359000675
2013-02-09,5195.545071915108,4069.567398263027,6222.820740786857,5195.545071915108,5195.545071915108,-31.31875538848149,-31.31875538848149,-31.31875538848149,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.3308166188319,295.3308166188319,295.3308166188319,-41.641366407313335,-41.641366407313335,-41.641366407313335,0.0,0.0,0.0,5164.226316526626
2013-02-11,5193.0308347652735,4555.136563619623,6674.229285705227,5193.0308347652735,5193.0308347652735,411.4875762308671,411.4875762308671,411.4875762308671,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.61280216791016,370.61280216791016,370.61280216791016,-95.73292593704315,-95.73292593704315,-95.73292593704315,0.0,0.0,0.0,5604.518410996141
2013-02-12,5191.773716190356,4085.7786702067283,6148.884590852752,5191.773716190356,5191.773716190356,-112.44388785790048,-112.44388785790048,-112.44388785790048,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.8099303764157,-127.8099303764157,-127.8099303764157,-121.24165748148485,-121.24165748148485,-121.24165748148485,0.0,0.0,0.0,5079.329828332456
2013-02-13,5190.516597615439,3848.342230910928,5935.4561595267005,5190.516597615439,5190.516597615439,-257.3168977389421,-257.3168977389421,-257.3168977389421,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-248.87391495282412,-248.87391495282412,-248.87391495282412,-145.050682786118,-145.050682786118,-145.050682786118,0.0,0.0,0.0,4933.199699876497
2013-02-14,5189.259479040523,3756.5913988156767,5900.525169264083,5189.259479040523,5189.259479040523,-367.06779082434707,-367.06779082434707,-367.06779082434707,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.94095072015386,-336.94095072015386,-336.94095072015386,-166.73454010419314,-166.73454010419314,-166.73454010419314,0.0,0.0,0.0,4822.191688216176
2013-02-15,5188.002360465606,3945.5868282578194,6079.9711777082575,5188.002360465606,5188.002360465606,-144.1553312318169,-144.1553312318169,-144.1553312318169,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205182811,-94.82323205182811,-94.82323205182811,-185.93979917998882,-185.93979917998882,-185.93979917998882,0.0,0.0,0.0,5043.84702923379
2013-02-16,5186.745241890689,3871.4371534371076,6096.2162564590035,5186.745241890689,5186.745241890689,-192.0658430096735,-192.0658430096735,-192.0658430096735,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.33081661840936,295.33081661840936,295.33081661840936,-202.38845402808286,-202.38845402808286,-202.38845402808286,0.0,0.0,0.0,4994.679398881015
2013-02-18,5184.231004740855,4373.711400907352,6542.809492397159,5184.231004740855,5184.231004740855,280.9351199133348,280.9351199133348,280.9351199133348,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.6128021677772,370.6128021677772,370.6128021677772,-226.28538225444245,-226.28538225444245,-226.28538225444245,0.0,0.0,0.0,5465.16612465419
2013-02-19,5182.973886165938,3852.2819153544488,6064.232512773307,5182.973886165938,5182.973886165938,-224.7560765751697,-224.7560765751697,-224.7560765751697,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.80993037642493,-127.80993037642493,-127.80993037642493,-233.55384619874476,-233.55384619874476,-233.55384619874476,0.0,0.0,0.0,4958.217809590768
2013-02-20,5181.7167675910205,3700.0381766201644,5881.149627600946,5181.7167675910205,5181.7167675910205,-349.9644153542436,-349.9644153542436,-349.9644153542436,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-248.87391495363875,-248.87391495363875,-248.87391495363875,-237.6982004006049,-237.6982004006049,-237.6982004006049,0.0,0.0,0.0,4831.7523522367765
2013-02-21,5180.459649016104,3622.037172899051,5848.746252360963,5180.459649016104,5180.459649016104,-439.12675513354424,-439.12675513354424,-439.12675513354424,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.9409507187761,-336.9409507187761,-336.9409507187761,-238.79350441476822,-238.79350441476822,-238.79350441476822,0.0,0.0,0.0,4741.33289388256
2013-02-22,5179.202530441186,3899.4309871485975,6065.411775036165,5179.202530441186,5179.202530441186,-195.18418499354615,-195.18418499354615,-195.18418499354615,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205181548,-94.82323205181548,-94.82323205181548,-236.96865294173068,-236.96865294173068,-236.96865294173068,0.0,0.0,0.0,4984.01834544764
2013-02-23,5177.94541186627,3965.0980393163836,6036.408258672213,5177.94541186627,5177.94541186627,-222.07551895201186,-222.07551895201186,-222.07551895201186,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.33081661867743,295.33081661867743,295.33081661867743,-232.39812997068927,-232.39812997068927,-232.39812997068927,0.0,0.0,0.0,4955.869892914257
2013-02-25,5175.431174716435,3956.6646458311516,6129.923798673491,5175.431174716435,5175.431174716435,-130.2887838781485,-130.2887838781485,-130.2887838781485,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,370.61280216806625,370.61280216806625,370.61280216806625,-215.89338044621474,-215.89338044621474,-215.89338044621474,0.0,0.0,0.0,5045.142390838286
2013-02-26,5174.174056141518,3514.5950895637043,5609.044558166247,5174.174056141518,5174.174056141518,-617.2750931252731,-617.2750931252731,-617.2750931252731,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-127.80993037654102,-127.80993037654102,-127.80993037654102,-204.4569571487322,-204.4569571487322,-204.4569571487322,0.0,0.0,0.0,4556.898963016245
2013-02-27,5172.916937566601,3380.730749257899,5551.974285243339,5172.916937566601,5172.916937566601,-725.1355311813969,-725.1355311813969,-725.1355311813969,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-248.87391495269821,-248.87391495269821,-248.87391495269821,-191.25341062869865,-191.25341062869865,-191.25341062869865,0.0,0.0,0.0,4447.781406385204
2013-02-28,5171.659818991684,3355.5838038548736,5438.891457334521,5171.659818991684,5171.659818991684,-798.5045776317418,-798.5045776317418,-798.5045776317418,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-336.94095071942036,-336.94095071942036,-336.94095071942036,-176.5554213123215,-176.5554213123215,-176.5554213123215,0.0,0.0,0.0,4373.155241359942
2013-03-01,5170.4027004167665,3631.043484924957,5718.741186310526,5170.4027004167665,5170.4027004167665,-540.4636496690129,-540.4636496690129,-540.4636496690129,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,-94.8232320518028,-94.8232320518028,-94.8232320518028,-160.63221201721,-160.63221201721,-160.63221201721,0.0,0.0,0.0,4629.939050747754
2013-03-02,5169.145579468323,4011.2924104169065,6111.872841128105,5169.145579468323,5169.145579468323,-133.42126189076262,-133.42126189076262,-133.42126189076262,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.33081661794967,295.33081661794967,295.33081661794967,-143.74387290871226,-143.74387290871226,-143.74387290871226,0.0,0.0,0.0,5035.724317577561
2013-03-04,5166.631337571437,4549.7086454740665,6701.337780512181,5166.631337571437,5166.631337571437,399.17982135577773,399.17982135577773,399.17982135577773,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.6128021677834,370.6128021677834,370.6128021677834,-108.0406808120058,-108.0406808120058,-108.0406808120058,0.0,0.0,0.0,5565.811158927215
2013-03-05,5165.374216622995,4008.7310923130767,6199.8184013505725,5165.374216622995,5165.374216622995,-80.86813786673395,-80.86813786673395,-80.86813786673395,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.80993037665708,-127.80993037665708,-127.80993037665708,-89.6659074900769,-89.6659074900769,-89.6659074900769,0.0,0.0,0.0,5084.506078756261
2013-03-06,5164.11709567455,3925.6919317277902,6096.109869022634,5164.11709567455,5164.11709567455,-183.46946420391833,-183.46946420391833,-183.46946420391833,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-248.87391495392538,-248.87391495392538,-248.87391495392538,-71.20324924999302,-71.20324924999302,-71.20324924999302,0.0,0.0,0.0,4980.6476314706315
2013-03-07,5162.859974726107,3822.8204893494344,5980.625169784581,5162.859974726107,5162.859974726107,-253.15706774631883,-253.15706774631883,-253.15706774631883,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.94095072044087,-336.94095072044087,-336.94095072044087,-52.823817025877965,-52.823817025877965,-52.823817025877965,0.0,0.0,0.0,4909.702906979788
2013-03-08,5161.602853777664,4110.154264990099,6236.490478020255,5161.602853777664,5161.602853777664,7.104154106888365,7.104154106888365,7.104154106888365,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205147262,-94.82323205147262,-94.82323205147262,-34.68031384163901,-34.68031384163901,-34.68031384163901,0.0,0.0,0.0,5168.707007884552
2013-03-09,5160.345732829222,3987.67367010847,6253.557928676923,5160.345732829222,5160.345732829222,-6.586417840984084,-6.586417840984084,-6.586417840984084,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.330816618603,295.330816618603,295.330816618603,-16.90902885958706,-16.90902885958706,-16.90902885958706,0.0,0.0,0.0,5153.759314988238
2013-03-11,5157.831490932335,4623.09360064482,6761.916887590726,5157.831490932335,5157.831490932335,524.2583232953814,524.2583232953814,524.2583232953814,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.61280216780045,370.61280216780045,370.61280216780045,17.03782112758085,17.03782112758085,17.03782112758085,0.0,0.0,0.0,5682.0898142277165
2013-03-12,5156.574369983892,4090.9399498659513,6181.076630609062,5156.574369983892,5156.574369983892,41.79552945796105,41.79552945796105,41.79552945796105,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.80993037677312,-127.80993037677312,-127.80993037677312,32.99775983473416,32.99775983473416,32.99775983473416,0.0,0.0,0.0,5198.369899441854
2013-03-13,5155.317249035449,3991.797062612775,6171.458500175489,5155.317249035449,5155.317249035449,-64.11825754335263,-64.11825754335263,-64.11825754335263,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-248.87391495298482,-248.87391495298482,-248.87391495298482,48.14795740963216,48.14795740963216,48.14795740963216,0.0,0.0,0.0,5091.198991492097
2013-03-14,5154.060128087005,3882.506309552398,6130.989186138943,5154.060128087005,5154.060128087005,-137.94255229621365,-137.94255229621365,-137.94255229621365,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-336.9409507200741,-336.9409507200741,-336.9409507200741,62.3906984238604,62.3906984238604,62.3906984238604,0.0,0.0,0.0,5016.117575790791
2013-03-15,5152.803007138562,4130.432966253871,6347.5761938847445,5152.803007138562,5152.803007138562,117.41205139595196,117.41205139595196,117.41205139595196,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-94.82323205240432,-94.82323205240432,-94.82323205240432,75.62758344835626,75.62758344835626,75.62758344835626,0.0,0.0,0.0,5270.215058534514
2013-03-16,5151.545886190119,4131.181806336597,6320.7567803352,5151.545886190119,5151.545886190119,98.08037217438903,98.08037217438903,98.08037217438903,-285.0082056,-285.0082056,-285.0082056,0.0,0.0,0.0,-285.0082056,-285.0082056,-285.0082056,295.33081661887104,295.33081661887104,295.33081661887104,87.75776115551798,87.75776115551798,87.75776115551798,0.0,0.0,0.0,5249.6262583645075
2013-03-18,5149.031644293233,4686.054477633667,6834.538830865552,5149.031644293233,5149.031644293233,615.4976445205892,615.4976445205892,615.4976445205892,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,370.6128021680895,370.6128021680895,370.6128021680895,108.27714235249971,108.27714235249971,108.27714235249971,0.0,0.0,0.0,5764.529288813822
2013-03-19,5147.7745233447895,4256.760454224092,6330.396633553107,5147.7745233447895,5147.7745233447895,125.24543244466524,125.24543244466524,125.24543244466524,136.60770000000002,136.60770000000002,136.60770000000002,421.6159056,421.6159056,421.6159056,-285.0082056,-285.0082056,-285.0082056,-127.80993037678236,-127.80993037678236,-127.80993037678236,116.4476628214476,116.4476628214476,116.4476628214476,0.0,0.0,0.0,5273.019955789455
